rxn,P0.05,P0.11,P0.16,P0.22,P0.30,C0.05,C0.11,C0.16,C0.22,C0.30,N0.05,N0.11,N0.16,N0.22,N0.30,L0.05,L0.11,L0.16,L0.22,L0.30,U0.05,U0.11,U0.16,U0.22,U0.30
AASAD1,-0.112415087429406,-0.173146709778078,0.00880204231867362,0.28859211357609904,0.544750336365027,0.17945854953791,0.122403037773224,0.21277024729658398,0.382179698399552,0.541816243351101,-0.272575304571977,0.0274217884348994,-0.0333316301559775,0.195691262159228,0.5677849418351241,1.36808935535202,0.9731485117182851,0.9612396039830621,0.9623455948322329,0.759154850869539,-0.0470178055791332,0.814306921119004,1.03302031056882,0.824463272807619,0.0270676129002942
ACGKm,-0.287645096593971,-0.238595881243603,0.16906825338263898,0.508445558608886,0.994978119776818,0.6082595718053629,0.6870115093334879,0.26077789943256696,0.0413952027907525,0.253777532111834,0.872618256121648,1.07682795626682,0.980509606850764,0.903888529213285,1.07937751220241,2.49940147672655,2.09343966892819,1.8035223118209198,1.49390505873,0.808293817503644,0.695396890259286,0.989188817166692,1.00112073654149,0.990550213896365,0.434926625021666
ACHBSm,0.013710822022501751,-0.138344080889732,-0.12996778923908614,0.04278198904811725,0.08354915227963655,-0.16416594924167704,-0.1075189401850146,-0.23579468539574866,-0.19443447614654397,-0.3040600454430315,-0.5965677940331441,-0.593230404619875,-0.5469618993290349,-0.4723515882342565,-0.295503320416711,1.7552732174000851,1.3474355054486735,1.1264524877807836,0.6783511398765871,-0.06945334354149665,-0.482591846834454,0.0188323738488045,0.08921966397408446,-0.1530008084820331,-0.392571863538265
ACLSm,0.013710822022501751,-0.138344080889732,-0.12996778923908614,0.04278198904811725,0.08354915227963655,-0.16416594924167704,-0.1075189401850146,-0.23579468539574866,-0.19443447614654397,-0.3040600454430315,-0.5965677940331441,-0.593230404619875,-0.5469618993290349,-0.4723515882342565,-0.295503320416711,1.7552732174000851,1.3474355054486735,1.1264524877807836,0.6783511398765871,-0.06945334354149665,-0.482591846834454,0.0188323738488045,0.08921966397408446,-0.1530008084820331,-0.392571863538265
ACOAH,-0.18362270296359698,-0.591606588838974,-0.9836651324293472,-1.56430654537114,-2.14676568309803,0.865263805494826,0.29013514292688397,1.2812234094845902,1.5343686258165903,0.526759943303834,-0.5811418664070289,-1.2103275040838999,-1.19585839123344,-1.6493617720538702,-1.93373327043767,-1.24486205187905,-2.19447489353123,-1.89271684201405,-2.04410704467927,-1.9260046327418203,-0.5868969303983199,-0.156818072552516,-1.35495304854651,-1.28371952506859,-1.5232160430514499
ACONT,-0.0214605319997793,-0.0223767270461125,-0.398331475825516,-0.602386138989859,-0.0295741052836943,0.341540717221791,0.357035607318336,0.63515184961416,0.38760352717786295,0.0401231551096874,-0.419966379196999,-0.309949653436647,-0.410648287880054,-0.591458421545679,-0.180401624770244,-1.2177719502671398,-0.561342460603225,-0.9535412922793721,-0.547993892112989,0.25984461135089004,-0.28411607974871805,0.0193648881194916,0.44266455485937395,0.156594906565444,0.0135316264156981
ACONTm,-0.033113811615893746,0.08849920897635825,-0.022631135679843484,-0.04112170950944455,0.33787456728085435,-0.10087042700996046,0.2126623809545832,0.3770053121882129,0.18224472553538454,0.2289283254408702,-0.394562776073828,-0.18933226175982806,-0.21230046269476588,-0.15992101552320198,0.15653208388454798,-0.498374389390188,-0.014052878839669491,-0.3911876555275415,-0.1193401066000345,0.389543104396249,-0.12651606267597598,0.2605103096942763,0.629871477180801,0.388296967653494,0.2785857623232725
ACOTAim,-0.132581034616172,0.0060453600829574105,0.551598232054599,0.46458982403489796,1.3525273033268899,0.8551087031390121,0.7003205432219369,0.5739657317077621,-0.0376510943771409,0.00599466732010848,0.7549522315630841,0.7411155061944441,0.793359436106167,0.5488980823220689,1.23405243203155,2.54287639550284,1.94930327800548,2.13300831453905,1.5353689238234198,1.1722276513664398,0.7288521956197779,1.2226874425121101,1.28791709000622,0.999639865567815,0.49613615065065003
ACS,0.142396328507849,0.310034014638149,0.373202292476406,0.352509139429869,0.438409570179601,-0.49706061440931393,-0.177340842677492,0.203771498904126,0.27420993957287504,0.35361934437577797,0.19846416537791897,0.699996211623252,0.8392093809340601,0.597608721368826,0.518206678039193,0.657753141640627,0.778855237284628,0.814045892335697,0.716211079068337,0.775241399241095,-0.26409739214979605,0.4207845690548859,0.634422449591666,0.41469093396444606,0.882049458031428
ACSm,-0.141964896245603,0.0786102125384785,0.0691236758078393,-0.446552177780471,0.0265575241725042,3.74597301127988,3.23629758530573,2.53887978684151,0.504359958062225,0.31906886226389597,-0.15956561609789,0.341030315730119,0.47673527303726504,0.42082561944271707,0.0145120234783708,0.489992295613844,0.38711903578267404,0.605733829757004,0.6596002070694829,0.283160584253615,-0.17801303278598998,0.215822915003597,0.34076793111500503,0.2233174113059,0.5270595794641649
ADK1,0.0865350356766406,-0.10639298739885401,-0.20490874093531602,-0.13887958415339002,-0.0792235197510397,-0.220622886269353,-0.456058087351121,-0.36024259241902,-0.16219099174707002,-0.329913952640516,-0.114610514976517,-0.33566577638064005,-0.441844591353689,-0.344360725529998,-0.356993494112916,-0.0906998820078252,-0.4022661621370321,-0.183897745258803,-0.19502274899376396,-0.26136635555015403,-0.104817701862252,-0.28982886105016303,-0.19162033153945499,-0.29446275026505797,-0.18642579728740197
ADSK,0.12121787103188401,0.0268310272629845,0.134921595337487,0.9714579179499209,0.8203592052331311,0.8476216735218349,1.2386470838710901,1.18757916532539,1.18910390637748,1.4866285223923101,1.04932868459959,1.04963723293997,1.2543188542046297,1.60616509427649,1.4520280270962,1.4336858982336202,1.59811195210702,1.44174480467594,1.5970434126338402,1.6803464226815301,0.5924893461821229,0.787006707968287,1.1304089247325402,1.30517271926612,1.47788415056291
AGPRim,-0.287645096593971,-0.238595881243603,0.16906825338263898,0.508445558608886,0.994978119776818,0.6082595718053629,0.6870115093334879,0.26077789943256696,0.0413952027907525,0.253777532111834,0.872618256121648,1.07682795626682,0.980509606850764,0.903888529213285,1.07937751220241,2.49940147672655,2.09343966892819,1.8035223118209198,1.49390505873,0.808293817503644,0.695396890259286,0.989188817166692,1.00112073654149,0.990550213896365,0.434926625021666
AGTm,-0.0672955170679941,-0.20469183167803304,-0.204056837067733,-0.0172954073904789,0.00915943791231683,0.6998435050583629,1.72726567874882,1.10037305223151,1.48057094116806,0.332479084606527,0.8352200915933341,-0.39462497560146204,-0.0861962649941342,-0.5216512296654939,-0.434876559733755,0.582136302525294,-0.401896425097444,-0.292651064071121,-0.151221483899542,-1.01635753001903,0.0805923423784026,-0.0386107698160339,-0.4773854340814929,-0.463021402255242,-0.6526705527156811
AHSERL2,0.0106007223667843,0.0700240085515096,0.0625720464010981,0.146959756747828,0.39198917259185095,1.09647622133001,1.2155768123455,1.16264096900609,1.20449492806212,0.93648461605847,0.677806794135648,1.1970154802008899,1.3222967908840702,0.93765498353221,0.912989005035855,1.3204405014038503,1.4627922989361701,1.28205003545774,1.1768862349249298,0.9100661233117572,0.39220339844307,0.44908903968291497,0.720941094822735,0.6830452895976199,0.832166115978527
AKGDam,-0.15884578447556197,-0.23420077700954,-0.381466008461922,-0.6723204307179129,-1.021189762860729,0.4275250059236427,0.3688572482273067,0.5865692396981653,0.8990783983160956,0.21534900419986566,-0.3322261997755813,-0.4797420597248787,-0.4601815856830977,-1.003558560969506,-0.9628775066667532,-0.4996468073020497,-0.8894769013256894,-1.1195160518227658,-1.1448415206341875,-1.2259423859073542,-0.29164853916564804,-0.6474727848116489,-0.775391211097614,-0.9381474530549588,-1.0150519060749827
ALATA_Lm,-0.37165082549409,-0.8843871716522109,-0.5315691964019961,-0.947394382445864,0.0813593783235381,0.40723977665887495,0.31661210816114,0.384016691636433,-0.0495911079933274,-0.405611533384019,-0.37187256086757003,0.0146519280118448,-0.0286451909683809,0.358020733020703,0.48137256298041603,1.9281803206993402,1.4328049886156597,1.64076962508122,1.5015420403533,-0.537555447932036,-0.39968546484671996,0.6219492974075451,-0.0861184237163693,0.10636148852291802,0.0577949422675852
ALCD2m,0.0522032878239684,-0.12490043640202801,-0.0767227402781346,-0.263272755953192,0.0165619501823096,-0.722433082796925,-0.795729476387018,-0.600748365048387,-0.668418743579823,-0.787583270965009,-0.6503285825452509,-0.4115826466888689,-0.511757236845405,-0.422166623572909,-0.0698041183493697,0.270831991448247,0.135140787854333,0.369727945631319,0.18522202678429897,-0.0351302895288418,-0.15402199094686098,0.253723654956587,-0.18941600342991896,-0.0953922093333978,-0.0253995179238245
ALCD2x,0.012479015269680923,-0.28673921277090425,-0.306958361433077,-0.5460061407344465,-0.44158782527824825,-0.49512541252298997,-0.5787745592647877,-0.5297750951497608,-1.2633873873523125,-1.383127685752927,-0.759215909120149,-0.6643219149122744,-0.7199073808110438,-0.8643417232577022,-0.5682569397982923,-0.9196479898942282,-0.6093949675740763,-0.5026719255604992,-0.4526918293654078,-0.6634120350354354,-1.3294904557375296,-1.004168973862279,-0.9637572206805411,-0.8881855882982137,-0.7438662473327298
ALDD2xm,-0.191332173384901,-0.5584532610998629,-0.744218170644288,-0.60058714075079,-0.13809449760489198,4.625620179377139,4.51525838552173,4.31274390733813,2.47825564744957,2.1112187137556,1.6340159201544397,1.54287675115532,1.5882652411699798,0.7572960436625681,0.91797299465889,-0.16167311180393398,0.18373316482913,-0.27379828313197896,0.155964713812562,0.333350019569512,0.230963757160702,0.569082577980369,-0.23221606632686398,0.28218187703748104,0.904313240512345
ALDD2y,-0.0436098504493702,0.128312246526622,0.544417922997448,0.8197453640313961,1.3618838459865201,0.00533592553238635,0.0556409794093951,0.26562692458782,-0.42373006446048295,-0.0162887784804013,-0.0481492955154655,0.283115987187044,0.334184482982146,0.662604283039021,1.0565205613772801,-1.02094502243234,0.629587140872443,0.115029855312656,0.9883224987241921,1.4504004534668002,-1.25156147051772,-0.19972503907261302,-0.0384314581504838,0.575285448907079,1.24553112608141
ALDD2ym,-0.191332173384901,-0.5584532610998629,-0.744218170644288,-0.60058714075079,-0.13809449760489198,4.625620179377139,4.51525838552173,4.31274390733813,2.47825564744957,2.1112187137556,1.6340159201544397,1.54287675115532,1.5882652411699798,0.7572960436625681,0.91797299465889,-0.16167311180393398,0.18373316482913,-0.27379828313197896,0.155964713812562,0.333350019569512,0.230963757160702,0.569082577980369,-0.23221606632686398,0.28218187703748104,0.904313240512345
ANPRT,-0.126730097053505,0.13813221543927898,0.0874759937205215,0.384437073301882,0.48963442805676505,-0.023731995323892998,0.275096393700055,0.366041180973332,-0.0246665435405395,0.27283113907956896,0.634583584676587,0.287206940870311,0.32994802969918796,0.8637470974816289,0.527451132231575,1.7205567307074199,1.3699393985185802,1.4392205172991699,0.888019474671876,0.438174827619543,-0.149266208968351,1.02177450287777,0.9466468384466329,0.570149701373088,-0.279782155615496
ANS,-0.0981213639233449,0.06976001415312401,0.14204328666380756,0.2753343395027095,0.4733843013583696,-0.09756486017108172,0.11558925500555713,-0.03287974431229198,-0.3063708733398928,-0.18784498734143548,-0.7029613743280201,0.05682818496365381,-0.08091060285037326,-0.05422078488650305,0.071581647285901,1.53146529795847,1.1238979929123245,1.0531705612041349,0.7024301360203811,0.1814583770564765,0.13247480412999002,0.5405828830756211,0.68311325684083,0.32125655682057397,0.08240531218605526
ARGSL,-0.00788952445285182,0.0063875203869740394,-0.063082504727105,0.265465017153973,0.471741540004185,-0.18697826263998496,0.0732318005025923,0.0160464123025355,0.0107068501830546,0.216547807485685,-0.11531511440346198,0.35134839455258304,0.26276088062122605,0.33735695355778195,0.5835904226964879,2.04270328939051,1.6031246892917,1.4494071424836101,1.02180158382179,-0.056698868971205,1.20955991187129,1.44411507527488,0.9140364775482959,0.990812264687947,0.976607556762777
ARGSSr,-0.2638516522692,-0.416609036229676,-0.0170139934411164,0.0293769302356064,1.09101878953557,-1.0056692039533899,-0.87113451023114,-1.3204680937258602,-1.0301986650811399,-1.2113580660818302,0.355779884632349,0.46987299253724607,0.246152363048464,0.0960515032817184,0.512275016376388,1.82187485501704,1.82861581280301,1.8535103151929502,1.27462288976448,0.183561957874857,0.106197643654557,1.0841409868119398,0.8907982895369649,0.7670075253415101,-0.11825393451133599
ASADi,-0.0554071913060858,-0.0101264482590674,0.138861736288977,0.359499732176314,0.349264505687706,0.0237093916035638,0.17921334084770496,0.119346154258242,0.18254854730130898,0.11879095450430001,-0.564967873784916,-0.36277235586854495,-0.356304168872836,-0.137358326075039,0.0255941934401414,1.94137263119302,1.4882860095133001,1.4731012386443303,1.0130946296107,0.200239105239388,-0.452160351186193,0.258268785043282,0.6012141916131729,0.0727231892436501,-0.149215712880309
ASNS1,0.12712487483707952,-0.0540350991267315,-0.029439107444673512,0.24823991865242506,0.948851944508356,-0.6923158974286809,-0.489591947368809,-0.678296033892475,-0.40680098582210544,-0.3547893714809075,-0.6178955089050215,-0.4533398635580075,-0.4493273514856289,0.14451425192901945,0.534193231388442,1.920289474964075,1.5186759560310399,1.43598233584729,1.077329527474265,0.6366361722818211,-0.3415095774017555,0.4144804223628945,0.887147202004703,0.39700204123453603,0.13585511391605098
ASPKi,0.0222072179034973,-0.270561131215288,-0.284964175794489,-0.24839888455291398,-0.479828892009299,-0.6742994424151629,-0.65843361837129,-0.6818839760607099,-0.5093607182964529,-0.72039703269145,-1.14312401260472,-1.5489304279138,-1.5051828737287098,-1.2350812539206102,-0.7401163981894009,0.8364382050761201,0.329097770530538,0.225503910753786,-0.0724678131963137,-0.805576010475923,-0.757567309625971,-0.538569827972311,-0.325927952025913,-0.672811543961329,-0.99386107793852
ASPTA,0.0802258703183863,0.24226915600783802,0.20398066584313798,0.39335250562287005,0.7112502035795921,0.0897475944207372,0.43550198404479995,0.547818421730751,0.312341302598599,0.266682480677439,-0.0346397300176225,0.346780430879978,0.204378190255152,0.17996072019949,0.49741031801326796,0.9206569282004449,1.12491633141505,1.1883303835419698,1.03695558934387,0.755261761373693,-0.18733716569089004,0.501093831993582,1.06988702475655,0.6715060726646049,0.35547591766292297
ATPPRT,0.0906002278191035,0.0776982349426394,0.164712286230887,0.48265406844570397,0.621138821035624,-1.75756260836883,-1.33526429111424,-1.1635834827203002,-0.915584579049038,-0.503589664488471,-1.05716127084441,-0.798731001897271,-0.664108348976951,-0.20834476508544397,0.0536207305686865,0.7505647297203921,0.5203481758749621,0.580795990460586,0.257559685446262,-0.0634382327740127,-1.03223233218979,-0.312071381339794,0.271680478187609,0.0186788681319652,-0.0773950887359666
ATPS,0.11276204916773765,0.12232321187561836,0.142632159768704,-0.02936879855766537,-0.0714326362602097,-1.8109992221689952,-1.40351603492341,-1.384772583359195,-0.8042059222706529,-0.601990263850984,-0.16875843805902288,-0.1699068500735305,-0.2588128916493075,-0.5044561444878929,-0.30494220440542197,-0.1565721656906105,-0.009320933107144852,-0.11465051123036901,-0.2204828519607588,-0.22096445757241398,-0.19049410246623166,-0.209341041767795,-0.3163469111416655,-0.154264519547965,-1.08092187650086
ATPS3m,-0.09737348795524978,-0.13669325910070507,-0.30483897859122805,-0.518406193930564,-1.2060783026441868,0.5918772938261179,0.4914444378421222,0.622903974995658,0.8992639011613854,0.38339163356661865,-0.4068249694013309,-0.5808612909077157,-0.5864288601654151,-0.9452499046667744,-1.2430198180223826,-0.6335470704786594,-1.1274152573552738,-1.3622039400486767,-1.5453619601331363,-1.5068230519080354,-0.12846713759579656,-0.7446322033470714,-1.14660583311979,-1.1049565626390665,-1.1397360558251208
BPNT,0.027092861268857002,-0.130840890393156,-0.0770566095696039,0.11725267076683699,0.357336210688331,-0.49926802397346104,-0.5855748540342111,-0.702991411194824,-0.543495195812114,0.0745495792804347,0.0114199576495215,0.10443747893153399,-0.0172980636901999,0.133332645959555,0.395025466418209,1.41675470160407,0.885612640345494,1.05487733898196,0.6098558657921761,0.331578803161359,-0.414602719341158,-0.0592216519648871,0.25164202182546697,0.10334667854424401,0.380872759446007
CBPS,0.1855741900623576,0.286330522110529,-0.016727982446701983,0.3676244767326735,1.316685555595131,-0.06610615088822902,0.11056094669820928,0.4129876472702129,0.5313148894720955,1.056259660396316,-0.421259497410965,0.0620609982752598,-0.217730628506638,0.424222782286791,1.073323216473003,0.468965937873388,0.6383587947209574,0.247281471246721,0.3771164446659585,0.4804107910015246,-0.4663411609752296,0.4163762413155945,0.382849346162633,0.6216217114990266,0.7969157321413951
CHORS,0.102436140640621,0.11932421583626,0.150709488812945,0.436497889571723,0.323400073837888,-0.637132510296638,-0.277163597542938,-0.330360863509991,-0.359209870599295,-0.293528537786092,-1.0135617352750799,-0.6833441815098399,-0.555571038685573,-0.291174362712177,0.0390460862936856,1.1814010316026298,0.823206529491006,0.7144015103597571,0.46080924518740507,0.0360031675596839,-0.654029435036384,-0.168635895372709,0.181766903440351,-0.0844569500072537,-0.031703152446181
CITtam,0.14536200581788097,0.503555916422313,0.995969945104212,1.1150260703051398,1.3316187819790901,0.444829875277925,1.2322969227668898,1.06414670658721,1.4803461067259398,1.13085956844174,-0.0742184477248657,0.472702861705501,0.540354897215759,1.1700672646688102,1.12335278123284,0.30651025553297306,0.891995142119152,1.42971921413282,1.06220299834263,1.06260997277916,0.299648191163651,-0.12423963348063001,-0.0147696996573761,0.482780694693709,0.9613098835493571
CITtcm,0.14536200581788097,0.503555916422313,0.995969945104212,1.1150260703051398,1.3316187819790901,0.444829875277925,1.2322969227668898,1.06414670658721,1.4803461067259398,1.13085956844174,-0.0742184477248657,0.472702861705501,0.540354897215759,1.1700672646688102,1.12335278123284,0.30651025553297306,0.891995142119152,1.42971921413282,1.06220299834263,1.06260997277916,0.299648191163651,-0.12423963348063001,-0.0147696996573761,0.482780694693709,0.9613098835493571
CSc,-0.6261035526162001,-0.7491980584934659,-0.8568184380225861,-1.0757792867489215,-1.1733892910447326,-1.27629209108259,-1.3378275264704893,-0.7296777129205351,-0.5848747612956601,-0.8673838128792704,-1.393666998418088,-1.3461736856665405,-1.4484878863305926,-1.232680341887967,-1.0714840605578555,-1.4845479262238133,-1.394967855436005,-1.3980549010786452,-1.29323246249582,-1.2606253879380125,-1.0748154773569634,-0.8312502332739076,-1.2834555461432056,-0.9235664426521064,-1.0774449976471443
CSm,-0.6261035526162001,-0.7491980584934659,-0.8568184380225861,-1.0757792867489215,-1.1733892910447326,-1.27629209108259,-1.3378275264704893,-0.7296777129205351,-0.5848747612956601,-0.8673838128792704,-1.393666998418088,-1.3461736856665405,-1.4484878863305926,-1.232680341887967,-1.0714840605578555,-1.4845479262238133,-1.394967855436005,-1.3980549010786452,-1.29323246249582,-1.2606253879380125,-1.0748154773569634,-0.8312502332739076,-1.2834555461432056,-0.9235664426521064,-1.0774449976471443
CYOOm,0.07533088183663109,0.07837027423544166,-0.06183412152071115,-0.4971512020108942,-1.2804604856585016,1.0860023266769083,0.8626158790548109,0.9613244853960324,1.163523848727469,0.6758822170954674,0.4786930270913242,0.06956607390967788,0.1174245839815152,-0.9251284430855656,-1.0195656800888124,-0.9935466466338624,-1.522445686680442,-1.857766487044172,-1.7553734269946661,-1.4544740004717482,-0.19807294469917647,-0.8775865598669735,-1.3636248338041923,-0.9681155227212996,-1.1550688253323134
CYOR_u6m,-0.024368528400963863,-0.2247243325832692,-0.4693196542131801,-0.8244074891669484,-1.6860502595462743,0.5795448410660736,0.5758702562078478,0.7116357265931235,0.9304163794976871,0.4580966631180308,-0.19146008813091625,-0.4816293854296274,-0.5017335982188647,-1.0659344501925363,-1.316318013445684,-0.6396603570229945,-1.1474373545327885,-1.8899329582833682,-1.6644951102534702,-1.678382786247814,-0.27572753358682944,-0.8800510544801678,-1.64803678076434,-1.0963484098734295,-1.1992287207295258
CYSTGL,-0.0269406755449147,0.152620278463426,0.266508956462548,0.32436021300281703,0.366614864927084,-0.5551262517497281,-0.0386031935361108,0.13658674538864699,0.108889252040113,0.41635415607993104,0.0419041448183797,0.53137824728397,0.672965018465107,0.7360865255691421,0.712219248212357,0.504863479456118,0.666390967237678,0.7524416673073149,0.8084441266579809,0.750037732740078,0.9153697642015229,0.519254802214519,0.8323792684299,0.8613553845807901,0.8655215300515309
CYSTS,-0.0730433126267202,-0.0525562278798892,0.0460860411694446,-0.0377204122658049,-0.117817640953409,-0.0318520180202619,0.0262065483372015,-0.0232819749230961,0.27355072577479395,0.267645420471267,0.9537672783866049,1.02279930806817,1.10297355811741,0.5443745067061729,0.448959661667502,0.435178336995586,0.483297720560029,0.520528487501679,0.438571996201291,0.516576122666943,0.369573254277206,0.0256029729243577,0.146721432908555,0.21121113766586497,0.414117923438925
DDPA,-0.039332580745685686,-0.2426961917563055,-0.21787172980209302,-0.0221533972888604,-0.4130357493265275,-0.5858814426377249,-0.5091689399946501,-0.658533282657614,-0.8278816065002461,-0.9381905817922388,-0.9172926369597044,-0.8257814258605646,-0.7832303292450186,-0.9061284878678024,-0.647790677656905,1.362911545452125,0.958806951570288,0.7964100438994771,0.2234511220277675,-0.4973425936168965,-0.8821726833206774,-0.30509860539107203,-0.10647009562578348,-0.618068441184177,-0.879715922339513
DHAD1m,0.0255285841503813,-0.0658795656437704,0.0266591802971174,0.10261132296473101,0.100431493235349,-0.24407851711714104,-0.0929526000424254,-0.0497832810756749,-0.3648384650970539,-0.211973622116885,-0.60614207804376,-0.763573813901935,-0.6843729649476539,-0.320163509840775,-0.0112724998125973,2.13315769409698,1.61884856447597,1.3070236374981101,0.9594826560516571,0.0835140267748257,-0.480631382380642,-0.0811906367899373,0.423476098071038,0.0171125475774169,-0.22435383638272896
DHAD2m,0.0255285841503813,-0.0658795656437704,0.0266591802971174,0.10261132296473101,0.100431493235349,-0.24407851711714104,-0.0929526000424254,-0.0497832810756749,-0.3648384650970539,-0.211973622116885,-0.60614207804376,-0.763573813901935,-0.6843729649476539,-0.320163509840775,-0.0112724998125973,2.13315769409698,1.61884856447597,1.3070236374981101,0.9594826560516571,0.0835140267748257,-0.480631382380642,-0.0811906367899373,0.423476098071038,0.0171125475774169,-0.22435383638272896
DHQS,-0.0980323682542098,-0.0312266630858051,-0.0057372139260221,0.107328367913456,0.30159380902791905,-0.142552101009036,-0.0884091718107087,0.0618243028859864,0.0720760077862643,0.0436300677257918,-0.9056729662666121,-0.523829848340743,-0.41121788559252004,-0.008257029859086391,0.22520854271982896,1.0630425693256,0.8821930729956441,0.8454813204453442,0.6562541649261129,0.293490122342674,-0.36885941761045,0.516731802195397,0.4565698770968579,0.259682202964908,0.12812918108334198
